lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
38,1,104.64,9,25,4,0,2,0,0,0
85,0,105.3,7,18,4,0,1,0,0,1
176,0,49.58,8,25,4,4,0,3,0,0
19,1,94.35,6,12,4,0,1,0,0,1
11,2,187.0,9,19,4,0,1,0,0,1
34,0,71.1,3,14,4,3,1,3,0,1
285,0,100.0,10,3,3,3,1,0,0,0
8,1,95.0,4,8,4,1,0,0,0,1
51,0,60.0,11,14,3,1,2,0,3,1
102,0,80.75,5,29,3,1,2,0,0,0
142,1,109.2,6,9,4,3,0,3,0,1
6,1,106.25,5,23,4,2,1,0,0,1
31,0,78.3,2,7,4,0,2,0,0,0
83,2,120.15,11,9,4,4,2,3,0,1
1,1,88.0,2,25,4,1,0,3,0,1
209,1,105.3,8,5,4,2,1,0,0,0
14,1,82.8,2,3,4,3,0,0,3,1
118,0,110.0,6,6,3,3,1,0,0,1
32,2,94.5,10,6,4,3,0,0,0,1
20,1,134.1,9,22,4,3,0,3,0,1
100,1,89.25,10,15,4,3,1,0,0,1
49,0,71.0,12,30,3,4,0,0,0,1
26,1,119.85,6,17,4,1,0,0,0,1
60,0,130.9,12,23,4,2,2,0,3,0
418,0,107.0,9,26,3,2,1,1,0,0
102,0,80.0,10,16,3,2,0,1,0,0
180,0,120.0,10,10,3,2,1,0,0,0
121,0,107.95,7,3,4,2,2,0,0,0
100,1,140.0,9,28,3,4,0,1,0,1
6,0,157.0,4,15,4,2,1,0,3,1
203,0,120.7,12,30,4,2,2,0,3,1
21,1,139.0,7,5,4,5,0,3,0,1
17,0,118.0,9,2,4,1,0,3,0,1
56,0,120.0,6,8,3,1,0,0,0,1
17,0,91.0,2,19,4,2,0,0,0,1
85,1,85.0,10,6,3,3,1,0,0,1
3,2,109.85,6,7,4,3,0,0,3,1
125,1,89.25,10,15,4,3,2,0,0,1
7,1,134.0,4,16,4,1,1,0,0,1
75,1,90.95,4,11,4,3,1,0,0,1
67,1,140.4,5,31,4,3,0,0,3,1
17,1,90.0,8,29,4,1,0,0,0,1
7,0,153.0,8,17,4,1,1,3,5,1
7,0,159.0,4,9,4,4,2,0,3,0
277,1,89.14,9,5,3,5,2,1,0,1
84,1,150.3,8,5,4,2,2,0,3,1
160,0,105.3,7,24,4,0,1,0,0,0
88,1,117.0,5,3,3,3,0,1,0,1
112,0,105.3,7,14,4,3,0,0,0,0
85,2,142.2,7,10,4,2,2,0,3,1
11,0,86.0,12,19,4,2,1,0,0,1
38,1,116.1,5,2,4,2,1,3,0,1
433,0,70.0,9,8,4,3,0,0,0,0
2,0,67.7,1,14,4,1,0,3,0,1
24,2,139.0,8,4,4,2,0,3,0,1
4,0,147.0,7,19,2,3,0,0,4,1
7,1,160.0,10,18,4,4,0,0,0,1
315,0,52.0,12,2,3,2,0,0,0,1
56,0,68.72,10,9,4,4,2,0,1,0
46,2,86.4,11,23,4,1,0,0,0,1
7,0,147.73,8,26,4,2,1,0,4,1
95,1,119.85,6,10,4,2,2,0,0,1
33,1,116.1,5,16,4,0,1,3,0,1
89,1,105.3,7,17,4,2,2,0,0,1
0,2,150.0,10,30,4,0,2,0,0,1
109,1,129.6,9,7,4,3,0,0,0,1
75,3,79.2,11,17,4,3,0,3,0,1
210,0,167.95,8,2,4,4,0,0,5,0
6,0,73.15,11,16,4,3,1,3,0,1
119,0,83.0,3,29,3,2,0,0,0,1
0,0,109.0,3,14,4,1,1,0,0,1
78,1,158.4,9,18,4,1,2,0,3,1
8,1,204.0,6,30,4,4,2,1,3,1
1,1,198.77,5,20,4,1,0,0,5,1
13,1,64.0,12,6,3,0,2,0,0,1
24,1,87.3,1,29,4,2,1,0,3,1
251,2,100.3,9,25,4,2,2,0,0,0
140,0,70.0,12,29,3,5,0,0,0,1
19,0,118.15,9,19,3,0,1,0,0,0
0,1,73.9,1,6,4,1,0,0,0,1
29,1,104.0,11,30,4,4,2,0,0,1
250,1,128.7,10,24,4,2,1,0,3,0
47,2,81.0,12,24,4,1,0,0,0,1
119,2,146.7,6,29,4,2,0,0,0,1
158,0,138.83,8,14,4,4,2,1,0,0
78,1,108.45,4,6,4,4,0,0,3,1
32,2,126.0,4,20,4,2,0,0,0,1
14,1,139.0,7,8,4,1,0,3,0,1
32,2,99.0,9,25,4,0,1,3,0,1
36,1,88.4,12,18,4,2,2,0,0,1
53,1,88.0,11,4,4,2,0,3,0,0
134,1,89.25,5,15,4,2,2,3,0,1
31,1,114.3,10,2,4,1,2,3,0,0
80,0,136.0,10,9,3,2,0,1,3,1
13,1,173.67,6,2,4,3,0,0,3,1
9,0,65.0,12,10,2,1,0,0,0,1
5,1,95.0,4,4,4,1,1,0,0,1
29,0,100.7,3,6,4,0,2,0,3,0
20,1,93.17,6,14,4,2,0,0,0,1
163,2,161.1,9,5,4,2,1,1,0,0
110,0,70.0,12,9,3,4,0,0,0,1
1,2,95.0,11,17,4,3,0,3,0,1
145,0,69.56,4,29,4,4,2,0,0,1
80,0,144.0,9,19,3,2,1,0,0,1
2,0,72.25,6,16,3,3,1,3,0,1
121,0,71.0,4,1,3,2,1,0,0,1
224,0,0.0,10,2,4,2,1,0,0,1
112,1,146.7,8,9,4,3,0,0,3,1
137,0,75.0,6,20,3,3,1,0,0,1
11,2,89.89,11,27,4,2,2,0,0,1
30,0,140.0,6,2,3,2,0,0,0,1
7,2,91.0,11,16,4,0,1,0,0,1
9,1,0.0,12,10,1,1,0,0,5,1
293,0,68.17,12,25,4,6,4,3,0,0
16,0,75.0,3,11,2,1,0,0,0,1
292,0,90.0,7,21,3,2,0,1,0,1
27,0,141.0,5,10,4,3,0,0,0,0
150,1,140.7,7,31,4,1,2,0,0,1
0,2,106.0,8,25,4,2,0,0,0,1
180,1,97.54,8,20,4,1,0,0,1,1
279,0,110.0,10,12,4,3,0,0,0,0
6,1,114.0,9,21,4,3,1,0,0,1
75,0,69.53,3,14,4,2,1,0,1,1
24,0,55.0,12,4,3,2,0,0,0,1
245,0,110.0,7,6,4,4,2,0,0,0
123,1,100.8,4,30,4,1,1,0,0,0
25,1,96.0,3,11,4,2,2,0,0,1
7,0,162.0,8,18,4,3,0,0,5,1
3,0,130.0,8,17,2,3,1,0,0,0
386,1,115.0,10,23,4,0,2,1,0,0
17,0,97.0,3,17,4,3,1,3,0,0
5,1,120.0,10,19,4,1,1,0,0,1
1,0,126.0,10,1,4,1,0,0,0,1
1,0,198.0,9,22,3,3,1,0,3,1
54,0,65.0,11,18,2,1,0,0,0,1
104,1,114.0,10,6,3,2,0,1,0,0
109,0,62.7,2,21,4,2,2,0,0,1
10,1,99.0,7,29,4,1,0,3,0,1
5,1,139.13,9,16,4,1,0,0,0,1
184,2,164.25,8,17,4,1,0,1,0,0
72,0,126.64,10,31,4,5,2,0,3,0
90,2,150.3,8,21,4,0,2,0,3,1
13,3,76.5,12,6,3,0,2,0,0,1
60,1,87.3,3,3,4,3,0,0,3,0
28,1,205.0,10,6,4,3,1,1,3,1
179,0,82.18,8,26,4,2,2,0,0,0
49,0,75.0,11,14,3,2,1,0,0,1
1,1,95.48,6,15,4,1,0,3,0,1
71,0,98.0,5,10,3,3,0,1,0,1
106,2,106.75,7,29,4,5,2,0,0,0
129,2,135.9,8,27,4,1,2,0,3,0
68,2,96.6,10,30,4,1,2,0,0,1
346,1,115.0,9,13,3,2,0,1,0,0
110,1,105.3,7,25,4,2,1,0,0,1
22,1,62.0,11,17,2,1,0,0,0,1
11,1,126.69,11,7,4,3,1,0,3,1
111,1,168.3,9,17,4,4,2,0,3,1
49,0,112.0,11,4,3,2,1,0,0,1
62,0,117.9,6,9,4,3,0,0,0,0
2,1,165.0,9,19,3,1,2,0,3,1
150,1,90.0,6,16,3,3,0,1,0,1
99,1,118.0,10,8,4,2,2,0,0,1
0,1,139.5,10,12,4,2,0,0,3,1
320,1,115.0,8,18,4,2,0,1,0,0
92,2,72.25,7,15,3,3,2,0,0,1
147,0,128.76,10,8,3,2,2,1,0,1
22,0,65.0,12,18,2,1,0,0,0,1
0,0,89.0,3,1,4,1,0,3,0,1
90,1,90.3,4,9,4,1,2,0,0,1
57,1,99.0,8,29,4,0,1,3,0,1
4,1,0.0,10,1,1,1,0,0,4,1
1,0,60.0,2,28,4,1,2,0,0,0
20,4,196.67,11,11,4,4,2,0,5,1
184,0,122.4,10,4,4,3,0,0,3,0
19,1,148.0,12,30,4,2,0,0,3,1
2,0,120.0,6,2,4,2,0,0,0,1
0,0,160.0,9,27,2,1,0,0,0,1
161,0,130.05,12,26,4,3,1,1,3,1
78,1,88.4,12,8,4,3,1,0,0,1
58,1,153.85,3,28,4,2,1,0,5,1
203,0,126.9,9,10,4,1,2,0,0,0
218,1,90.95,8,20,4,3,2,0,0,0
17,2,238.15,9,17,4,2,2,0,6,1
27,0,231.0,7,6,4,2,0,0,5,0
170,0,90.95,7,7,4,3,1,0,0,0
6,0,49.59,11,28,4,3,1,3,0,1
0,1,144.67,7,8,4,2,1,3,0,1
47,1,125.1,9,9,4,2,0,3,0,1
97,1,96.3,4,8,4,2,0,0,0,1
29,0,75.0,10,27,3,3,0,0,3,1
60,0,89.46,4,24,4,2,2,0,0,0
144,2,140.4,6,15,4,2,0,0,3,1
0,0,208.0,7,13,4,1,0,0,3,0
8,0,79.0,12,9,2,1,0,0,0,1
21,3,115.55,11,22,4,5,0,1,0,1
59,1,96.9,12,4,4,2,2,0,3,1
54,1,118.8,4,7,4,3,0,0,3,1
220,0,128.0,9,17,3,1,2,1,0,0
81,0,90.95,4,8,4,3,2,0,0,0
93,1,159.17,9,10,4,5,2,0,3,0
0,0,65.0,3,15,2,2,0,0,0,1
182,2,96.3,7,28,4,1,0,0,0,0
40,1,158.4,10,2,4,0,1,0,3,1
49,0,110.0,3,23,4,1,0,0,0,1
111,0,94.78,8,8,3,2,1,0,3,1
14,0,116.49,6,9,4,3,0,0,1,1
263,0,110.0,10,21,3,2,0,0,0,0
259,2,131.43,12,28,4,4,1,0,0,1
24,0,0.0,5,13,1,2,0,0,0,1
168,1,81.08,7,31,4,1,2,0,0,1
56,2,105.75,12,30,4,4,1,3,3,1
42,1,112.59,9,15,4,1,0,0,0,1
189,1,70.44,10,22,4,2,2,0,0,1
39,2,83.16,10,12,4,2,1,0,3,1
70,0,100.0,6,3,3,2,0,0,0,1
9,0,166.0,7,14,4,2,0,0,3,1
57,1,63.75,3,11,4,2,2,3,0,1
121,0,76.5,8,10,4,2,1,0,0,0
124,0,104.4,10,25,4,3,0,0,3,0
237,2,90.95,10,17,4,3,1,0,0,0
35,0,77.25,12,26,4,1,0,0,1,1
74,0,101.5,9,18,3,2,0,1,0,1
22,1,155.77,9,8,4,6,2,0,6,1
181,0,120.0,10,11,3,2,0,0,0,0
21,0,85.0,10,4,3,3,0,0,0,1
10,0,69.0,2,19,3,2,1,0,0,1
338,0,90.67,10,7,3,2,1,0,0,1
0,0,85.0,11,9,4,0,1,3,0,1
47,2,120.95,1,20,4,4,1,0,4,1
23,2,112.0,11,11,4,1,0,0,0,1
151,2,133.45,7,29,4,3,2,0,0,0
46,0,67.5,11,4,3,2,0,0,0,1
40,0,117.9,6,29,4,3,0,0,0,1
186,1,106.25,8,26,4,2,2,0,0,0
1,1,0.0,12,17,1,1,0,0,5,1
127,1,114.3,7,10,4,0,2,0,0,1
2,1,110.6,2,26,4,3,2,0,3,1
5,1,110.0,5,24,2,2,0,0,0,1
40,0,85.0,10,25,3,3,0,0,0,1
71,0,115.6,6,1,3,4,1,0,3,0
32,2,141.53,9,18,4,2,2,3,0,1
168,0,96.8,10,4,3,4,0,0,0,0
6,3,122.48,12,30,4,2,2,0,0,1
73,1,102.6,11,17,4,3,0,0,3,1
47,1,88.4,11,16,4,4,0,0,0,1
141,0,76.5,8,7,4,3,2,0,0,1
0,0,124.0,9,21,4,2,1,0,0,1
0,0,145.0,10,21,4,1,0,0,0,1
128,0,122.4,8,17,4,4,1,0,3,0
136,1,145.3,8,12,4,2,0,0,3,1
61,2,78.54,10,19,4,3,1,0,3,1
0,1,90.71,9,7,4,4,1,0,0,1
106,0,94.5,7,12,4,6,2,3,0,0
34,2,166.8,10,15,4,3,2,0,3,1
240,0,140.4,9,30,4,2,0,0,3,0
1,0,95.0,6,22,0,3,0,0,0,1
116,0,76.0,2,28,3,1,2,0,0,1
17,1,74.61,9,14,4,3,1,0,3,1
24,0,105.0,9,15,4,3,0,0,0,1
94,0,139.5,7,28,4,1,0,1,0,1
101,0,132.6,5,25,4,4,0,0,3,1
23,1,133.5,6,17,4,2,2,0,0,1
5,3,124.5,9,3,4,2,0,3,3,1
12,1,89.0,1,15,4,2,1,0,0,1
7,0,103.0,3,11,4,4,2,0,0,0
92,0,100.0,3,26,3,1,2,0,0,0
22,2,105.0,9,1,4,5,1,0,0,1
0,0,125.1,5,24,2,1,0,0,0,1
73,1,140.4,8,6,4,1,1,0,3,0
62,1,111.6,10,25,4,4,0,0,3,0
18,2,139.0,11,3,4,3,0,0,3,1
122,2,75.9,11,14,4,3,1,3,0,0
130,2,85.5,8,27,4,1,2,3,0,1
77,0,87.31,3,22,4,5,2,0,0,1
217,2,119.85,9,12,4,3,1,0,0,0
21,1,72.42,5,9,4,1,1,3,0,1
75,0,75.0,4,25,3,3,1,0,0,1
40,1,108.9,6,9,4,1,0,0,0,1
29,1,86.93,3,8,4,3,0,0,0,1
0,0,99.0,8,11,4,1,0,0,0,1
60,0,120.6,7,11,4,4,1,0,3,0
10,1,76.08,9,7,4,4,1,0,0,1
6,1,95.0,11,25,4,1,0,3,0,1
10,2,156.0,8,13,4,1,1,0,0,1
20,2,193.05,9,9,4,2,0,1,0,1
17,0,136.0,2,9,4,2,0,0,0,0
0,2,98.0,8,9,4,0,2,0,0,1
82,1,80.0,5,2,3,1,1,0,0,1
37,0,95.0,9,20,4,2,2,0,0,1
107,0,80.75,10,3,3,3,1,0,0,1
155,1,85.0,11,25,4,2,2,0,0,0
27,2,145.28,3,28,4,3,1,0,0,1
2,0,93.0,2,26,4,1,0,0,0,1
22,1,139.0,7,6,4,2,0,3,0,1
140,2,140.98,12,27,4,3,0,0,5,1
192,2,72.75,12,4,4,2,2,3,0,1
0,0,65.0,5,30,2,0,1,0,0,1
51,2,125.1,8,6,4,1,2,3,0,1
36,0,85.0,10,25,3,3,0,0,0,1
11,0,136.0,10,23,4,1,0,0,3,1
47,1,140.4,5,21,4,1,1,0,3,1
315,0,160.0,9,30,3,2,1,1,0,0
247,1,115.0,6,6,3,1,1,1,0,0
238,2,95.63,9,3,4,2,2,0,0,1
15,0,86.0,2,18,3,3,0,0,0,1
37,2,135.9,7,13,4,4,0,0,0,1
87,0,89.25,9,18,4,2,1,0,0,0
54,2,156.93,7,10,4,0,1,0,5,1
124,0,74.8,12,4,4,4,2,3,0,0
6,2,69.5,1,12,4,2,0,3,0,1
22,2,87.78,10,21,4,3,0,3,0,1
1,0,130.0,12,30,4,1,0,0,0,1
67,1,123.3,7,20,4,2,0,0,3,1
0,0,88.94,10,11,4,0,2,0,0,1
198,1,90.95,7,1,4,5,2,0,0,1
16,0,156.92,11,7,4,5,1,0,0,0
126,1,85.5,7,27,4,2,1,0,0,1
1,3,123.5,8,24,4,0,1,0,3,1
118,0,183.3,7,29,4,2,1,0,5,0
35,2,114.0,11,16,4,1,0,0,3,1
3,1,56.0,3,1,1,3,0,0,0,1
2,2,135.0,9,12,4,0,1,3,0,1
89,1,96.3,4,12,4,3,0,0,0,1
27,0,95.0,5,9,3,2,1,0,0,1
4,0,72.8,2,16,3,1,0,0,0,1
124,1,137.7,7,16,4,1,2,0,3,0
291,0,115.0,8,19,3,2,0,1,0,0
35,2,170.0,10,12,4,4,0,0,3,1
163,0,79.2,12,2,4,2,0,3,0,0
19,1,191.0,8,14,4,1,2,0,3,0
184,1,115.32,6,6,4,5,1,0,3,0
0,0,139.0,10,20,4,1,0,0,0,1
124,0,140.15,11,5,4,2,2,0,0,1
12,1,150.5,8,16,4,2,0,3,0,1
19,0,172.0,3,26,4,2,2,0,0,0
228,1,77.23,6,26,4,3,2,0,0,1
0,0,65.0,9,20,2,0,2,0,0,1
112,0,99.95,5,7,4,1,1,3,0,1
232,2,91.45,12,28,4,4,0,0,0,1
31,0,70.0,9,16,3,2,1,0,0,1
153,0,119.28,7,5,4,5,1,0,3,0
0,1,79.0,2,12,4,2,1,3,0,1
235,1,73.95,11,29,4,4,0,0,0,0
14,1,118.0,2,22,3,3,1,0,0,1
66,0,75.0,10,9,3,2,1,0,0,1
29,1,83.57,4,14,4,3,0,0,0,1
205,0,90.0,5,29,3,1,2,0,0,0
320,1,94.95,8,20,4,1,2,0,1,1
18,0,80.0,12,11,3,0,1,0,0,1
273,0,95.0,5,13,4,2,1,0,0,0
159,2,130.05,7,23,4,3,2,0,3,0
212,0,78.0,5,20,3,3,2,0,0,0
166,1,96.3,6,26,4,0,1,0,0,1
22,1,124.0,9,18,4,2,0,0,0,0
58,0,90.0,1,27,3,3,0,0,0,1
188,0,105.3,8,13,4,1,1,0,0,0
118,1,58.9,8,26,4,4,0,0,0,0
55,2,123.3,3,29,4,3,0,0,3,1
59,1,68.07,12,7,4,4,0,0,0,1
28,1,126.0,10,20,4,4,0,0,0,1
163,1,112.0,7,14,3,3,0,0,0,0
12,0,130.0,10,20,2,2,0,0,0,1
126,1,79.2,11,4,4,1,0,3,0,0
0,0,98.0,8,7,4,1,0,0,0,1
105,0,143.1,6,8,4,3,0,0,0,0
243,0,65.29,9,1,4,3,0,0,0,0
29,2,114.4,10,31,4,4,1,0,0,0
155,0,91.38,7,31,4,2,2,3,0,0
3,1,135.8,5,23,4,0,1,3,0,1
4,0,162.0,9,2,4,3,2,0,3,1
119,0,85.61,6,28,4,5,2,3,0,0
6,1,71.2,4,3,3,1,2,3,0,1
3,2,85.03,2,12,4,2,1,0,1,1
192,0,102.0,9,25,3,3,2,0,0,0
1,0,124.0,6,7,4,1,0,0,0,1
106,0,111.3,4,28,4,3,0,0,3,1
146,0,116.45,7,31,4,3,2,0,0,0
4,0,109.0,8,1,4,1,1,3,0,0
18,1,75.0,1,21,4,2,0,3,0,1
181,2,76.5,8,17,4,0,1,0,0,1
2,1,160.0,7,7,4,3,1,0,0,1
19,0,167.0,4,27,4,1,0,0,3,0
51,1,75.0,11,12,3,2,2,0,0,1
183,0,98.1,10,11,4,1,0,3,0,0
87,1,136.8,11,18,4,2,0,1,3,1
80,1,96.3,4,13,4,2,0,0,0,1
111,0,120.0,10,10,3,0,1,0,0,0
32,1,109.0,10,25,4,5,0,3,0,1
26,0,99.2,3,30,2,2,0,0,0,1
24,0,74.8,3,17,3,3,0,0,0,1
84,1,109.65,5,16,4,3,1,3,0,0
192,0,164.63,10,28,4,3,2,0,5,0
35,0,87.3,2,10,4,4,0,0,0,0
3,1,166.0,8,5,4,2,2,0,3,1
57,0,45.9,3,12,4,2,2,3,0,1
29,1,145.0,5,8,4,1,2,0,0,1
338,0,80.0,10,7,4,2,1,0,0,0
4,1,0.0,11,19,1,1,0,0,3,1
124,2,158.95,6,27,4,3,1,0,5,1
70,1,89.25,10,22,4,3,0,0,0,1
155,2,218.03,7,10,4,5,3,1,5,0
118,0,116.1,6,2,4,3,0,3,0,0
40,0,70.0,10,5,3,1,1,0,0,1
0,1,108.0,1,4,4,0,1,0,3,1
346,1,115.0,9,13,4,2,0,1,0,0
94,0,105.3,4,14,4,3,0,0,3,0
31,0,76.1,3,5,4,1,2,3,0,1
267,0,80.75,10,25,3,2,0,0,0,1
19,1,90.98,9,21,4,3,1,0,3,1
1,0,149.0,5,23,4,0,1,3,0,1
18,0,97.0,3,18,4,2,1,3,0,0
90,1,114.3,4,15,4,2,1,0,3,1
120,1,72.25,12,29,4,2,0,0,0,1
36,0,97.92,10,16,3,2,1,0,3,1
41,0,73.8,3,15,3,5,0,0,3,1
103,0,125.0,12,31,3,2,2,0,0,1
9,1,140.0,10,16,4,2,2,3,0,0
5,0,84.33,3,22,4,3,0,0,0,1
6,1,166.0,8,5,4,2,0,0,3,1
36,1,67.5,8,28,3,1,2,0,0,1
84,0,80.0,11,11,3,1,0,0,0,1
57,0,75.0,11,15,3,5,0,0,0,1
105,1,110.08,5,2,4,3,1,0,3,1
16,2,105.0,9,13,4,1,2,0,0,1
43,1,74.8,11,29,4,11,4,0,0,0
97,0,135.9,9,9,4,5,2,0,0,0
53,1,134.4,6,9,4,3,0,0,3,0
5,0,0.0,10,21,4,1,0,0,0,1
20,1,96.9,11,15,4,5,1,0,3,1
179,0,141.3,10,7,4,2,0,0,3,0
0,1,79.0,1,29,4,2,0,3,0,1
10,3,35.0,7,3,1,0,2,0,4,1
8,0,81.0,2,19,2,1,0,0,0,1
2,0,65.0,7,10,2,1,2,0,0,1
5,2,127.0,8,17,4,1,0,3,0,1
0,1,45.0,10,28,3,1,0,0,0,1
37,0,67.5,11,12,3,1,0,0,0,1
9,0,200.75,4,8,4,6,2,0,5,0
42,0,91.5,12,28,4,1,1,0,1,1
45,0,75.0,10,30,3,2,2,0,0,1
10,0,96.92,11,20,4,8,4,0,0,0
275,2,82.45,12,28,4,4,0,0,0,1
0,2,95.0,11,14,2,4,1,0,0,1
28,0,130.0,10,29,3,1,0,0,0,1
91,0,152.1,8,6,4,1,2,0,3,1
3,3,0.0,5,22,1,0,1,0,0,1
10,0,76.75,3,2,4,4,0,3,0,1
8,0,73.9,1,12,4,2,0,0,0,1
19,1,91.0,3,14,4,4,1,0,0,1
58,0,81.0,1,27,3,2,0,0,0,1
112,0,100.0,6,2,3,2,0,0,0,1
27,1,139.0,8,22,4,2,1,3,0,0
294,2,70.55,11,12,4,3,2,3,0,0
275,0,90.0,10,5,4,4,1,0,0,0
0,0,117.0,12,30,4,1,0,0,0,1
101,1,101.18,8,11,4,1,0,0,3,1
185,0,60.0,3,25,3,2,1,0,3,1
73,1,79.05,3,16,4,4,1,0,0,0
59,0,171.72,10,7,4,2,1,0,5,0
4,1,151.0,7,15,4,1,0,0,0,1
0,0,221.0,5,14,4,1,0,0,5,0
0,0,77.71,8,30,4,2,0,3,0,1
2,1,130.0,3,20,4,3,2,0,0,1
69,1,149.4,9,4,4,5,2,0,3,0
8,0,56.0,3,1,3,3,0,0,0,1
60,1,106.2,4,1,4,2,1,0,3,1
19,1,88.0,11,18,4,2,0,3,0,1
18,1,82.13,10,31,4,2,1,3,0,1
120,1,109.65,5,31,4,7,2,3,0,0
162,0,168.3,7,4,4,0,1,0,5,0
32,0,108.3,4,13,4,3,0,0,0,0
8,3,129.2,6,4,4,1,0,0,0,1
89,3,72.25,7,17,3,2,2,0,0,1
178,1,99.45,8,10,4,4,0,0,0,1
20,0,85.5,9,21,3,1,0,0,0,1
0,0,0.0,2,6,4,1,0,3,0,1
186,0,80.0,4,22,3,2,1,0,0,1
17,0,48.0,10,16,3,2,0,0,0,1
268,2,67.5,12,16,4,2,1,3,0,0
8,2,96.0,12,12,4,0,1,0,0,1
69,0,82.45,3,28,4,3,1,0,0,1
6,0,75.0,11,23,3,2,0,0,0,1
55,2,131.4,3,22,4,3,0,0,3,1
34,0,177.33,9,23,3,3,0,1,0,1
30,0,121.0,9,30,3,2,0,1,0,1
18,1,99.75,10,3,4,2,2,3,0,1
41,0,142.2,6,17,4,2,0,0,3,0
1,0,99.3,8,26,3,3,0,0,0,1
36,1,168.3,7,15,4,1,0,0,3,1
275,0,62.8,6,4,3,1,1,0,0,0
275,0,106.2,10,1,4,1,2,0,0,0
29,2,152.0,10,5,4,2,0,0,0,1
195,1,130.5,8,13,4,1,1,0,0,0
4,0,93.0,2,20,4,1,0,0,0,1
301,0,109.0,7,30,4,1,1,1,0,0
126,0,118.8,9,8,4,3,0,3,0,0
98,0,167.45,4,23,4,4,2,0,5,0
3,1,131.0,4,27,4,2,0,0,0,1
63,3,118.33,11,10,4,3,0,3,0,1
107,1,81.76,5,5,4,3,1,0,0,1
0,1,107.0,11,6,4,1,0,0,0,1
151,1,82.45,7,11,3,1,1,0,3,0
0,2,129.0,6,19,4,0,1,3,0,1
188,0,130.0,6,15,4,2,0,0,0,0
44,1,60.0,11,11,3,3,0,0,3,1
253,1,140.4,10,7,4,2,1,0,3,0
34,0,81.0,6,19,3,1,2,0,0,0
7,2,165.67,8,15,4,2,1,0,0,1
40,1,94.5,10,5,4,3,1,0,0,1
37,1,74.8,12,14,4,4,0,0,0,1
11,2,196.0,7,21,4,1,0,0,3,1
56,0,93.5,3,19,4,4,2,0,0,0
79,0,87.3,4,2,4,1,1,0,0,0
55,0,79.0,7,7,2,1,0,0,0,0
3,0,110.0,5,1,0,6,4,0,3,0
151,0,72.25,8,5,3,2,1,0,0,1
164,1,96.3,7,1,4,2,0,0,0,1
159,1,99.45,8,1,4,3,1,0,0,1
178,1,102.3,7,20,4,3,0,0,0,0
93,0,84.0,7,2,2,4,2,0,0,1
7,0,89.8,11,17,4,1,0,0,0,1
256,1,72.25,8,26,3,2,0,0,0,1
221,0,60.0,10,17,3,1,2,0,0,1
44,3,96.3,10,31,4,1,0,0,0,1
220,0,172.0,9,17,3,1,2,1,0,0
136,1,105.6,5,30,4,2,1,0,0,0
1,1,133.98,10,7,4,2,0,3,0,1
1,2,121.0,11,14,4,0,1,0,0,1
311,1,112.5,12,30,4,2,0,0,0,0
77,3,74.8,11,17,4,3,1,3,0,1
190,0,109.3,5,6,4,2,2,0,1,0
29,1,88.0,11,16,4,2,0,3,0,0
3,1,92.6,3,7,4,4,1,3,0,0
152,0,75.0,4,12,3,4,0,0,0,1
327,0,88.0,9,9,3,4,2,1,0,1
0,0,93.6,9,15,4,2,0,0,3,1
81,0,131.4,8,5,4,2,0,0,3,0
49,0,80.0,11,14,3,5,2,0,0,0
50,2,52.0,1,14,3,3,0,0,0,1
89,1,75.0,5,9,3,2,1,0,0,1
0,0,77.5,1,7,4,1,0,3,0,1
17,1,156.0,6,4,4,1,0,0,3,1
38,2,105.12,10,17,4,3,2,0,0,1
16,0,63.2,2,5,4,6,2,3,0,0
275,0,62.8,6,4,4,1,1,0,0,0
211,0,72.76,10,21,4,2,2,0,0,0
95,0,159.3,5,21,4,1,0,0,3,0
211,0,100.0,5,20,4,2,0,0,0,0
195,0,140.25,9,5,4,4,1,0,3,0
0,0,109.87,4,22,4,1,0,0,0,1
1,1,133.0,8,2,4,2,0,3,0,1
40,0,65.0,10,31,3,1,2,0,3,1
22,0,140.0,5,20,3,2,0,0,0,1
54,1,121.68,9,9,3,2,0,3,0,1
9,1,249.0,9,14,4,3,0,0,5,1
5,0,151.0,8,9,4,3,0,0,0,0
10,2,195.0,9,30,4,1,0,0,3,1
136,0,80.75,6,28,4,5,2,3,0,1
10,1,63.58,3,10,3,3,1,0,0,1
11,1,90.0,4,10,2,0,1,0,3,1
2,1,117.5,12,20,4,3,0,0,0,1
35,2,136.2,6,9,4,3,0,0,3,1
30,0,99.0,4,13,4,4,0,3,0,0
80,0,107.1,6,26,4,3,2,0,0,1
229,0,89.25,10,22,4,2,2,0,0,0
65,1,149.4,9,9,4,2,0,0,3,1
106,1,46.67,2,16,3,3,0,0,3,1
9,1,79.0,2,13,4,1,0,3,0,1
187,1,99.45,8,6,4,6,4,0,0,0
0,0,82.0,3,20,3,3,2,0,3,1
0,0,159.0,9,15,4,1,0,3,0,1
64,2,115.6,3,28,4,3,1,0,3,1
163,0,115.0,10,15,3,1,0,0,0,0
2,2,99.0,8,9,4,0,2,0,0,1
61,1,79.2,11,4,4,2,1,3,0,0
11,0,31.0,3,16,3,3,0,0,1,1
149,0,92.03,7,28,3,3,0,0,3,1
79,2,122.0,11,29,4,4,0,0,0,1
11,1,151.0,7,2,4,2,2,0,0,0
